Entity,Identifier
bean in brine (tinned),obo:FOODON_03316539
cheese (white),obo:FOODON_03316541
tomato conserve,obo:FOODON_03316542
meat product (tinned),obo:FOODON_03316543
mammalian milk (long-life consumer),obo:FOODON_03316546
"cream (sterilized, soft)",obo:FOODON_03316547
vegetable juice (gassed),obo:FOODON_03316550
"confectionery product (long-life, made from pectins)",obo:FOODON_03316551
"cow milk (powdered, instant, with cocoa flavoring)",obo:FOODON_03316552
"cow milk (powdered, instant, with coffee flavoring)",obo:FOODON_03316554
dessert (instant),obo:FOODON_03316555
"cow milk (powdered, instant, with sugar flavoring)",obo:FOODON_03316556
"confectionery (commercial, individually packed)",obo:FOODON_03316557
poppy-seed cake,obo:FOODON_03316559
gherkin pickle,obo:FOODON_03316563
fruit produce in sour pickle,obo:FOODON_03316564
vegetable product in sour pickle,obo:FOODON_03316565
"fruit (stewed, not hermetically packed)",obo:FOODON_03316566
jam (in thermally formed packaging),obo:FOODON_03316568
vegetable (pickled in barrels),obo:FOODON_03316569
sorrel concentrate,obo:FOODON_03316570
beverage syrup cola type,obo:FOODON_03316571
"cheese (hard, maturing)",obo:FOODON_03316572
cheese maturing (semi-hard),obo:FOODON_03316573
jam (low sugar),obo:FOODON_03316574
cream jelly (with a low sugar content),obo:FOODON_03316575
"jelly, zella",obo:FOODON_03316576
milk pudding,obo:FOODON_03316578
multi-component plant,obo:FOODON_03316579
dessert powder (fruity),obo:FOODON_03316583
cheese (melted),obo:FOODON_03316584
confectioner's shortening,obo:FOODON_03316585
meat-vegetable conserve,obo:FOODON_03316586
"field corn (grain, glazed)",obo:FOODON_03316588
meat sausage (canned),obo:FOODON_03316589
meat (tinned),obo:FOODON_03316590
gelatin for making artificial guts,obo:FOODON_03316592
dinner concentrate,obo:FOODON_03316593
fruit juice (high sugar content),obo:FOODON_03316594
rennet liquid,obo:FOODON_03316595
dessert soft cheese,obo:FOODON_03316596
confectionery pastry,obo:FOODON_03316598
crystalized invert sugar,obo:FOODON_03316599
fish product (in sour pickle),obo:FOODON_03316600
flour (baking),obo:FOODON_03316601
fruit ice,obo:FOODON_03316602
food concentrate,obo:FOODON_03316603
bread lecithin,obo:FOODON_03316604
milk sweets,obo:FOODON_03316605
sweets (fine pressed powder),obo:FOODON_03316608
vegetable-meat product,obo:FOODON_03316610
cheese (maturing),obo:FOODON_03316613
marmalade sweets,obo:FOODON_03316614
dessert concentrate,obo:FOODON_03316615
"sweets, fruity, powdered, pressed",obo:FOODON_03316616
fruit puree for further processing,obo:FOODON_03316617
vegetable puree (for further processing),obo:FOODON_03316618
fruit juice (fresh),obo:FOODON_03316619
starch sugar,obo:FOODON_03316621
honey glucose (crystalline),obo:FOODON_03316623
"cheese (rennet, hard, salted, maturing in brine)",obo:FOODON_03316624
"sausage (smoked, raw, salami-type)",obo:FOODON_03316625
beef ham,obo:FOODON_03316626
caramel hard,obo:FOODON_03316627
caramel coating,obo:FOODON_03316628
"sweets, non-crystalline water fondant",obo:FOODON_03316629
"dessert, powdered topping",obo:FOODON_03316630
"cow milk drink (fermented, savory)",obo:FOODON_03316634
"cheese (soft, commercial)",obo:FOODON_03316635
dish,obo:FOODON_03316636
ready-to-eat,obo:FOODON_03316636
food (ready-to-serve),obo:FOODON_03316636
food (ready-to-cook),obo:FOODON_03316637
beef bacon,obo:FOODON_03316638
caramels frothing,obo:FOODON_03316639
confectionery cake,obo:FOODON_03316640
confectionery biscuit,obo:FOODON_03316641
whey (condensed),obo:FOODON_03316642
cheese (fried),obo:FOODON_03316643
cheese (specialty),obo:FOODON_03316644
"cheese (scalded, caroway)",obo:FOODON_03316645
cake mix concentrate,obo:FOODON_03316646
"cheese (frying, low-fat)",obo:FOODON_03316647
tea biscuit,obo:FOODON_03316649
meat sausage (pickled),obo:FOODON_03316650
meat product (pickled),obo:FOODON_03316651
meat product (smoked),obo:FOODON_03316652
"meat (sterilized, pickled, canned)",obo:FOODON_03316653
"meat (tinned, pasteurized, pickled)",obo:FOODON_03316654
flour moulding,obo:FOODON_03316657
caramel paste,obo:FOODON_03316659
oil (refined),obo:FOODON_03316660
edible paste in aqueous solution,obo:FOODON_03316661
seasoning product (concentrate),obo:FOODON_03316662
"confectionery (long-life, vitaminized)",obo:FOODON_03316663
green pea (canned),obo:FOODON_03316665
palmito pieces (canned),obo:FOODON_03316666
"heart of palm (pieces, canned)",obo:FOODON_03316666
processed cheese preparation,obo:FOODON_03316667
yogurt (flavored),obo:FOODON_03316668
yogurt product (heat treated after fermentation),obo:FOODON_03316669
"cream (pasteurized, whipped)",obo:FOODON_03316671
fungus (pickled),obo:FOODON_03316672
sardine-like products (canned),obo:FOODON_03316673
fungus product (edible),obo:FOODON_03316674
"fish stick (breaded, quick-frozen)",obo:FOODON_03316675
"fish stick (in batter, quick-frozen)",obo:FOODON_03316676
"fish portion (breaded, quick-frozen)",obo:FOODON_03316677
"fish portion (in batter, quick-frozen)",obo:FOODON_03316678
"grape juice (sweetened, concentrated, labrusca type)",obo:FOODON_03316679
fish fillet (quick-frozen in blocks),obo:FOODON_03316681
"fish flesh (minced, quick-frozen in blocks)",obo:FOODON_03316682
fish fillets and minced fish (quick-frozen in blocks),obo:FOODON_03316683
olive oil (refined),obo:FOODON_03316684
olive oil (refined residue blends),obo:FOODON_03316685
mixtures of refined olive oil and refined olive oil residue,obo:FOODON_03316686
grape oil,obo:FOODON_03316687
grapeseed oil,obo:FOODON_03316687
grape seed oil (edible),obo:FOODON_03316687
babassu oil,obo:FOODON_03316688
babassu oil (edible),obo:FOODON_03316688
premier jus,obo:FOODON_03316690
vegetable fat,obo:FOODON_03316694
animal and vegetable fat product (mixed),obo:FOODON_03316696
dextrose powdered,obo:FOODON_03316697
chestnut (canned),obo:FOODON_03316699
chestnut puree (canned),obo:FOODON_03316700
cocoa-sugar mixture dry,obo:FOODON_03316701
cocoa nib,obo:FOODON_03316702
cocoa dust,obo:FOODON_03316703
chocolate composite,obo:FOODON_03316705
chocolate filled,obo:FOODON_03316706
cocoa butter confectionery,obo:FOODON_03316707
cheese leidse,obo:FOODON_03316708
cheese freise,obo:FOODON_03316709
cheese svecia,obo:FOODON_03316710
cheese butterkase,obo:FOODON_03316711
cheese coulommiers,obo:FOODON_03316712
cheese herrgardsost,obo:FOODON_03316713
cheese hushallsost,obo:FOODON_03316714
cheese norvegia,obo:FOODON_03316715
cheese maribo,obo:FOODON_03316716
cheese amsterdam,obo:FOODON_03316717
"potato (french-fried, quick-frozen)",obo:FOODON_03316719
"meat (cooked, cured, chopped)",obo:FOODON_03316720
peach (quick-frozen),obo:FOODON_03316721
strawberry (quick-frozen),obo:FOODON_03316722
"nectar (small fruit, pulpy)",obo:FOODON_03316723
"pineapple juice (concentrated, with preservatives)",obo:FOODON_03316724
blue-veined cow milk cheese,obo:FOODON_03316725
cheese harzer,obo:FOODON_03316727
cheese danablu,obo:FOODON_03316728
"pea (mature, processed, canned)",obo:FOODON_03316729
"tomato (sliced, canned)",obo:FOODON_03316730
"tomato (wedged, canned)",obo:FOODON_03316731
"tomato (whole and pieces, canned)",obo:FOODON_03316732
"tomato (pieces, canned)",obo:FOODON_03316733
hake fillet (quick-frozen),obo:FOODON_03316734
cod fillet (quick-frozen),obo:FOODON_03316735
haddock fillet (quick-frozen),obo:FOODON_03316736
ocean perch fillet (quick-frozen),obo:FOODON_03316737
flat fish fillets (quick-frozen),obo:FOODON_03316738
lobster (quick-frozen),obo:FOODON_03316739
"cheese (extra hard, grating)",obo:FOODON_03316741
fungus (sterilized),obo:FOODON_03316742
tomato concentrate (processed),obo:FOODON_03316743
cauliflower (quick-frozen),obo:FOODON_03316744
corn on the cob (quick-frozen),obo:FOODON_03316745
"corn (whole kernel, quick-frozen)",obo:FOODON_03316746
black currant nectar (non-pulpy),obo:FOODON_03316748
"mango product (liquid, pulpy)",obo:FOODON_03316750
carrot (quick frozen),obo:FOODON_03316751
gudbrandsdalsost cheese,obo:FOODON_03316752
fish of the gadidae family dried salted,obo:FOODON_03316753
crystaline fructose,obo:FOODON_03316754
dextrose anhydrous,obo:FOODON_03316755
dextrose monohydrate,obo:FOODON_03316756
soft sugar,obo:FOODON_03316757
bonito packed in water canned,obo:FOODON_03316758
confectionery (tablet),obo:FOODON_03316759
vanilla powder,obo:FOODON_03316761
vanilla extract (concentrated),obo:FOODON_03316763
natural vanilla,obo:FOODON_03316764
vanilla bean extract,obo:FOODON_03316764
milk chocolate and vegetable oil coating,obo:FOODON_03316767
chocolate and vegetable fat coating sweet,obo:FOODON_03316768
cocoa and vegetable fat coating sweet,obo:FOODON_03316769
milk chocolate (skim),obo:FOODON_03316770
cocoa (breakfast),obo:FOODON_03316771
cocoa (low-fat),obo:FOODON_03316772
buttermilk chocolate,obo:FOODON_03316773
"shrimp (raw, lightly breaded, frozen)",obo:FOODON_03316774
nonfat dry milk (vitamin a and d fortified),obo:FOODON_03316775
lowfat cow milk (acidified),obo:FOODON_03316776
field corn (canned),obo:FOODON_03316777
"mammalian milk (lowfat, cultured)",obo:FOODON_03316778
skim milk (acidified),obo:FOODON_03316779
skim milk (cultured),obo:FOODON_03316780
fruit jelly (artificially sweetened),obo:FOODON_03316781
"jam (fruit, artificially sweetened)",obo:FOODON_03316782
"lemonade (frozen concentrate, colored)",obo:FOODON_03316783
orange juice concentrate (canned),obo:FOODON_03316784
orange juice with preservative,obo:FOODON_03316786
orange juice concentrate (for manufacturing),obo:FOODON_03316787
orange juice concentrate (with preservative),obo:FOODON_03316788
prune juice (canned),obo:FOODON_03316789
boysenberry (canned),obo:FOODON_03316790
dewberry (canned),obo:FOODON_03316791
gooseberry (canned),obo:FOODON_03316792
huckleberry (canned),obo:FOODON_03316793
youngberry (canned),obo:FOODON_03316794
"cherry (canned, artificially sweetened)",obo:FOODON_03316795
fig (canned),obo:FOODON_03316796
"fig (artificially sweetened, canned)",obo:FOODON_03316797
"grape (seedless, canned)",obo:FOODON_03316798
"pear (artificially sweetened, canned)",obo:FOODON_03316799
"pineapple (artificially sweetened, canned)",obo:FOODON_03316800
vermicelli (enriched),obo:FOODON_03316802
macaroni (enriched with fortified protein),obo:FOODON_03316803
"spaghetti (enriched, with fortified protein)",obo:FOODON_03316804
vermicelli (enriched with fortified protein),obo:FOODON_03316805
"half-and-half (sour, acidified)",obo:FOODON_03316806
macaroni (milk),obo:FOODON_03316807
spaghetti (milk),obo:FOODON_03316808
vermicelli (milk),obo:FOODON_03316809
"spaghetti (nonfat, milk)",obo:FOODON_03316811
vermicelli (nonfat milk),obo:FOODON_03316812
"macaroni (nonfat milk, enriched)",obo:FOODON_03316813
"spaghetti (nonfat milk, enriched)",obo:FOODON_03316814
"vermicelli (nonfat milk, enriched)",obo:FOODON_03316815
spaghetti (vegetable),obo:FOODON_03316817
vermicelli (vegetable),obo:FOODON_03316818
"macaroni (vegetable, enriched)",obo:FOODON_03316819
"spaghetti (vegetable, enriched)",obo:FOODON_03316820
vermicelli vegetable (enriched),obo:FOODON_03316821
macaroni (whole wheat),obo:FOODON_03316822
spaghetti (whole wheat),obo:FOODON_03316823
vermicelli (whole wheat),obo:FOODON_03316824
macaroni (wheat and soy),obo:FOODON_03316825
spaghetti (egg),obo:FOODON_03316826
vermicelli (wheat and soy),obo:FOODON_03316827
vermicelli (egg),obo:FOODON_03316828
"macaroni (egg, enriched)",obo:FOODON_03316829
"spaghetti (egg, enriched)",obo:FOODON_03316830
"vermicelli (egg, enriched)",obo:FOODON_03316831
"macaroni (egg, vegetable)",obo:FOODON_03316832
"spaghetti (egg, vegetable)",obo:FOODON_03316833
"vermicelli (egg, vegetable)",obo:FOODON_03316834
"macaroni (egg, vegetable, enriched)",obo:FOODON_03316835
"spaghetti (egg, vegetable, enriched)",obo:FOODON_03316836
"vermicelli (egg, vegetable, enriched)",obo:FOODON_03316837
"macaroni (egg, wheat, and soy)",obo:FOODON_03316838
"spaghetti (egg, wheat, and soy)",obo:FOODON_03316839
"vermicelli (egg, wheat, and soy)",obo:FOODON_03316840
"wheat flour (bromated, enriched)",obo:FOODON_03316841
wheat flour (phosphated),obo:FOODON_03316842
"wheat flour (self-rising, enriched)",obo:FOODON_03316843
whole durum flour,obo:FOODON_03316844
white corn meal (self-rising),obo:FOODON_03316845
yellow corn meal (self-rising),obo:FOODON_03316846
brick cheese for manufacturing,obo:FOODON_03316847
cheddar cheese (for manufacturing),obo:FOODON_03316848
cheddar cheese (low sodium),obo:FOODON_03316849
roll or bun (milk),obo:FOODON_03316850
roll or bun (raisin),obo:FOODON_03316851
roll or bun (whole wheat),obo:FOODON_03316852
colby cheese (for manufacturing),obo:FOODON_03316853
cheese colby low sodium,obo:FOODON_03316854
cheese (washed curd for maufacturing),obo:FOODON_03316858
granular cheese (for manufacturing),obo:FOODON_03316859
"cheese food (american, grated)",obo:FOODON_03316860
"Monterey Jack cheese (pasteurized, high moisture)",obo:FOODON_03316861
mozzarella cheese (low moisture),obo:FOODON_03316862
"cheese (muenster, for manufacturing)",obo:FOODON_03316863
cheese nuworld,obo:FOODON_03316864
pasteurized blended cheese with fruits vegetables or meats,obo:FOODON_03316865
pasteurized process cheese with fruits vegetables or meats,obo:FOODON_03316866
pasteurized process pimento cheese,obo:FOODON_03316867
pasteurized process cheese food with fruits vgetables or meats,obo:FOODON_03316868
pasteurized neufchatel cheese spread with other foods,obo:FOODON_03316869
cheese skim milk for manufacturing,obo:FOODON_03316873
swiss cheese (for manufacturing),obo:FOODON_03316874
cream (ultrapasteurized),obo:FOODON_03316875
"mammalian milk (sour, flavored)",obo:FOODON_03316877
cheese (ripened),obo:FOODON_03316878
egg cheese,obo:FOODON_03316879
blood  (dried),obo:FOODON_03316881
whole meat product,obo:FOODON_03316882
fish (quick-frozen),obo:FOODON_03316883
fish (grilled),obo:FOODON_03316884
stockfish (quick-frozen),obo:FOODON_03316885
potato (quick-frozen),obo:FOODON_03316886
vegetable (peeled),obo:FOODON_03316887
vegetable (quick-frozen),obo:FOODON_03316888
berry (quick-frozen),obo:FOODON_03316889
fruit (quick-frozen),obo:FOODON_03316890
berry (dried),obo:FOODON_03316891
vegetable puree,obo:FOODON_03316892
marmalade fruit,obo:FOODON_03316893
infant gruel (powdered),obo:FOODON_03316895
infant porridge (powdered),obo:FOODON_03316896
nutritive preparation for clinical use,obo:FOODON_03316899
vegetable fat ice,obo:FOODON_03316901
pastry filling product,obo:FOODON_03316903
mushroom (salted),obo:FOODON_03316904
prune (whole or pieces),obo:FOODON_03316905
berry (impregnated with sugar),obo:FOODON_03316906
waffle dough,obo:FOODON_03316909
beverage made with wine and cider,obo:FOODON_03316910
cereal-based product,obo:FOODON_03316912
"fish (canned, pasteurized)",obo:FOODON_03316913
meat product (cold smoked),obo:FOODON_03316914
"fish (smoked, vacuum packed)",obo:FOODON_03316915
"fish (grilled, vacuum packed)",obo:FOODON_03316916
pressed mint candy,obo:FOODON_03316917
pastilles,obo:FOODON_03316918
blood sausage,obo:FOODON_03316919
sausage stuffed with pearl barley,obo:FOODON_03316920
hen egg white mass (quick-frozen),obo:FOODON_03316922
"whipped topping base, dry",obo:FOODON_03316923
"green bean (canned, spiced)",obo:FOODON_03316926
fat-water emulsion for use as a substitute for milk and cream in beverage coffee (mix),obo:FOODON_03316927
potato mix (dried),obo:FOODON_03316928
snack dip mix,obo:FOODON_03316929
cheese mix (substitute or imitation),obo:FOODON_03316931
fish paste (smoked),obo:FOODON_03316934
fish paste (salted),obo:FOODON_03316935
"coffee bean (decaffeinated, roasted)",obo:FOODON_03316937
"tea (instant, decaffeinated)",obo:FOODON_03316939
